image_name,label_name,label,avg_red,avg_green,avg_blue,mean_hue,mean_saturation,mean_value,std_hue,std_saturation,std_value,contrast,homogeneity,correlation,energy,hist_r_0,hist_r_1,hist_r_2,hist_r_3,hist_r_4,hist_r_5,hist_r_6,hist_r_7,hist_g_0,hist_g_1,hist_g_2,hist_g_3,hist_g_4,hist_g_5,hist_g_6,hist_g_7,hist_b_0,hist_b_1,hist_b_2,hist_b_3,hist_b_4,hist_b_5,hist_b_6,hist_b_7,hu_moment_1,hu_moment_2,hu_moment_3,hu_moment_4,hu_moment_5,hu_moment_6,hu_moment_7
fmd_akut_1.jpg,sakit,0,146.53302001953125,135.0652618408203,99.06700134277344,32.152557373046875,58.59193420410156,146.56520080566406,23.805307388305664,47.282920837402344,102.01786041259766,1410.2741198857486,0.39976127835203745,0.9206936743437978,0.2816371318347905,0.312286376953125,0.0,0.0,0.0003662109375,0.0492401123046875,0.1024017333984375,0.2554168701171875,0.2802886962890625,0.312286376953125,0.0,0.0,0.005340576171875,0.093109130859375,0.2327728271484375,0.1709136962890625,0.185577392578125,0.312286376953125,0.0015106201171875,0.0553741455078125,0.2745513916015625,0.1218109130859375,0.1109619140625,0.0889739990234375,0.0345306396484375,3.1012765725583558,7.843321934947713,9.934135344898982,9.983280796793242,-9.999999999999863,-9.999998000993495,9.999999999999996
fmd_akut_100.jpg,sakit,0,58.231231689453125,50.927032470703125,41.77008056640625,11.29254150390625,23.170562744140625,58.24574279785156,18.325468063354492,38.21923828125,88.11648559570312,1085.624231251152,0.6875132788353958,0.9135900592997311,0.6566359008379054,0.6867523193359375,0.0,0.0,0.0115814208984375,0.06414794921875,0.086669921875,0.114471435546875,0.036376953125,0.6867523193359375,0.0,0.002716064453125,0.0595245361328125,0.0764617919921875,0.1075897216796875,0.0556793212890625,0.0112762451171875,0.6867523193359375,0.002471923828125,0.0624542236328125,0.072509765625,0.092742919921875,0.060150146484375,0.02288818359375,3.0517578125e-05,2.8845952744273102,6.56497538360914,9.739408499365009,9.844838122863782,9.999999999992989,-9.999977153487086,9.999999999991418
fmd_akut_101.jpg,sakit,0,66.53901672363281,64.04595947265625,60.046173095703125,42.57781982421875,24.931747436523438,73.224609375,78.39735412597656,39.67706298828125,100.80794525146484,1877.0744290301311,0.6368910170908727,0.882670454726163,0.6031786981088837,0.6439666748046875,0.0,7.62939453125e-05,0.03302001953125,0.078582763671875,0.07745361328125,0.07342529296875,0.093475341796875,0.6439666748046875,0.0,0.0,0.035614013671875,0.091217041015625,0.087310791015625,0.0805511474609375,0.06134033203125,0.6439666748046875,0.000762939453125,0.02947998046875,0.0575103759765625,0.06988525390625,0.0744171142578125,0.0586090087890625,0.06536865234375,2.778038476473564,8.881003623228215,9.254511525413067,9.581135314426145,9.999999999842634,-9.999977774739977,9.999999999890111
fmd_akut_102.jpg,sakit,0,74.22244262695312,72.85714721679688,69.63462829589844,48.040985107421875,13.576980590820312,76.16961669921875,81.08322143554688,19.22489356994629,82.52912139892578,1458.8477994667362,0.542354969366617,0.883620702415004,0.4783949456865266,0.5217742919921875,0.0,0.0,0.097198486328125,0.20135498046875,0.110198974609375,0.049957275390625,0.0195159912109375,0.5217742919921875,0.0,0.0,0.11895751953125,0.2054595947265625,0.086151123046875,0.046295166015625,0.0213623046875,0.5217742919921875,0.0,0.007843017578125,0.1632080078125,0.173065185546875,0.074981689453125,0.0435791015625,0.0155487060546875,2.8801320902658785,7.095930492869703,9.518745895072978,9.807591936856218,9.999999999982954,-9.999968332080027,-9.999999999980707
fmd_akut_103.jpg,sakit,0,123.08843994140625,106.25613403320312,83.62127685546875,22.284393310546875,51.70970153808594,123.10409545898438,24.263944625854492,49.34965896606445,98.94379425048828,897.6473655161636,0.4545539071466896,0.9425816408547637,0.3609083938127893,0.383056640625,0.0,0.0,0.0023956298828125,0.0504150390625,0.1424407958984375,0.3201141357421875,0.1015777587890625,0.383056640625,0.0,0.0015106201171875,0.0579986572265625,0.1375885009765625,0.25152587890625,0.1434478759765625,0.024871826171875,0.3831024169921875,0.01300048828125,0.0886383056640625,0.1689910888671875,0.1676788330078125,0.1285858154296875,0.0496978759765625,0.00030517578125,3.0775188720195734,8.033775751831778,9.6229453576465,9.991052757289568,-9.999999999999847,-9.999999699956714,-9.999999999999988
fmd_akut_104.jpg,sakit,0,113.24331665039062,91.89520263671875,86.73457336425781,25.639678955078125,36.86720275878906,113.24554443359375,76.97001647949219,33.727874755859375,92.44522857666016,1199.5741621616464,0.48846080210017845,0.9067901820244706,0.36325462979356593,0.394287109375,0.0,0.0,0.0,0.028106689453125,0.3431549072265625,0.2161865234375,0.0182647705078125,0.394287109375,0.0,0.0,0.088531494140625,0.3089447021484375,0.178253173828125,0.0299224853515625,6.103515625e-05,0.394287109375,0.0,0.0059814453125,0.1643829345703125,0.2855072021484375,0.1354522705078125,0.0143585205078125,3.0517578125e-05,2.9959507123758424,7.383018427735957,9.782321890740652,9.902459830510345,9.999999999999785,9.999983688359078,9.999999999995579
fmd_akut_105.jpg,sakit,0,84.41331481933594,79.85922241210938,71.70509338378906,23.140625,17.254714965820312,85.39056396484375,45.44796371459961,26.95591163635254,109.35318756103516,1829.8994149757261,0.6451189543875019,0.9144852021540935,0.5807874063217843,0.613067626953125,0.0,0.0,0.0005035400390625,0.0316009521484375,0.0670623779296875,0.0743408203125,0.2134246826171875,0.613067626953125,0.0,0.0,0.0,0.0568695068359375,0.0859832763671875,0.085601806640625,0.158477783203125,0.613067626953125,0.0,3.0517578125e-05,0.0295562744140625,0.0851898193359375,0.0971832275390625,0.091705322265625,0.0832672119140625,2.934120320084539,8.703262571130987,9.642119529924917,9.63570784006267,-9.999999999963052,9.999977464275323,-9.999999999935921
fmd_akut_107.jpg,sakit,0,124.46157836914062,108.91200256347656,92.15348815917969,31.37432861328125,44.238800048828125,124.90390014648438,54.61767578125,42.84724807739258,91.00640869140625,1473.6524217114622,0.4025990789839767,0.8901569984291363,0.30044770887519207,0.3355865478515625,0.0,0.0,0.0005645751953125,0.11053466796875,0.2396240234375,0.27581787109375,0.037872314453125,0.3355865478515625,0.0,0.0,0.0662078857421875,0.24176025390625,0.2185211181640625,0.135650634765625,0.0022735595703125,0.3359222412109375,0.0057373046875,0.0443267822265625,0.1982879638671875,0.237518310546875,0.1544036865234375,0.0227203369140625,0.0010833740234375,3.015608773682433,7.303548652503299,9.873062292480705,9.962741389844714,9.99999999999938,9.999995594488462,-9.999999999999723
fmd_akut_108.jpg,sakit,0,89.51022338867188,85.02919006347656,76.37852478027344,28.753326416015625,19.6221923828125,89.79693603515625,54.94416427612305,29.914155960083008,100.87290954589844,755.2511881447705,0.6166595376317644,0.9598305085093108,0.5223761421813137,0.5391845703125,0.0,0.0,0.009796142578125,0.0919952392578125,0.1445465087890625,0.0783233642578125,0.1361541748046875,0.5391845703125,0.0,0.0,0.0396728515625,0.124603271484375,0.11962890625,0.06036376953125,0.116546630859375,0.5391845703125,0.0,0.0160980224609375,0.1215972900390625,0.1173553466796875,0.0696258544921875,0.033538818359375,0.10260009765625,2.8483560529802388,6.569879218222128,8.918792700616798,9.560236362709865,9.999999999806503,-9.99995018129006,-9.999999999726425
fmd_akut_109.jpg,sakit,0,117.53504943847656,102.51043701171875,86.848388671875,63.97943115234375,52.534820556640625,124.17391967773438,81.1431884765625,69.50894927978516,99.7805404663086,1604.3723370151508,0.4325404292674433,0.8951157707092173,0.336365174165785,0.375213623046875,0.0,0.0065460205078125,0.06805419921875,0.0787811279296875,0.0901641845703125,0.301788330078125,0.0794525146484375,0.375213623046875,0.0002288818359375,0.032623291015625,0.1514434814453125,0.1259918212890625,0.1006622314453125,0.1121978759765625,0.1016387939453125,0.38616943359375,0.1169281005859375,0.0496826171875,0.0516510009765625,0.101776123046875,0.1436004638671875,0.1328277587890625,0.017364501953125,3.0148252709548826,7.298222426999581,9.488666834844507,9.899861574748229,9.999999999991457,9.99998003712573,9.999999999999043
fmd_akut_110.jpg,sakit,0,157.47283935546875,143.83831787109375,104.24879455566406,32.7718505859375,62.79710388183594,157.4730987548828,20.450687408447266,40.428245544433594,96.53331756591797,3514.926940511746,0.34278412064897373,0.7728238757854943,0.2239659882252986,0.271331787109375,0.0,0.0,0.0,0.0,0.006805419921875,0.534393310546875,0.187469482421875,0.271331787109375,0.0,0.0,0.0,0.000457763671875,0.218109130859375,0.5058135986328125,0.0042877197265625,0.271331787109375,0.0,0.0008087158203125,0.1035919189453125,0.5264129638671875,0.0977783203125,7.62939453125e-05,0.0,3.082714131281219,7.926202102058757,9.963217739067515,9.99090139455243,9.999999999999977,-9.999999848573205,9.999999999999966
fmd_akut_113.jpg,sakit,0,72.07453918457031,63.430999755859375,53.37702941894531,14.177703857421875,23.260726928710938,72.55128479003906,26.233640670776367,38.709346771240234,104.26296997070312,969.9426564276922,0.6721186999235801,0.9449300434496178,0.6400087552857782,0.6636810302734375,0.0,0.0,0.00732421875,0.032806396484375,0.0603485107421875,0.0562744140625,0.1795654296875,0.6636810302734375,0.0,0.0,0.0304718017578125,0.0535888671875,0.0721282958984375,0.1094512939453125,0.0706787109375,0.6636810302734375,0.005615234375,0.0361785888671875,0.0457916259765625,0.0507659912109375,0.1099700927734375,0.0808258056640625,0.007171630859375,2.9783202182266755,6.794327704358973,9.499640238934441,9.762587950021077,9.999999999982752,9.999990134675238,-9.999999999964299
